kode_pum,kode_bps,nama
72.09.10,7209051,Ratolindo
72.09.01,7209060,Una Una
72.09.11,7209061,Batudaka
72.09.02,7209070,Togean
72.09.03,7209080,Walea Kepulauan
72.09.09,7209081,Walea Besar
72.09.12,7209082,Talatako
72.10.07,7210010,Pipikoro
72.10.06,7210020,Kulawi Selatan
72.10.05,7210030,Kulawi
72.10.04,7210040,Lindu
72.10.03,7210050,Nokilalaki
72.10.02,7210060,Palolo
72.10.08,7210070,Gumbasa
72.10.09,7210080,Dolo Selatan
72.10.11,7210090,Dolo Barat
72.10.10,7210100,Tanambulava
72.10.12,7210110,Dolo
72.10.01,7210120,Sigi Biromaru
72.10.14,7210130,Marawola
72.10.15,7210140,Marawola Barat
72.10.13,7210150,Kinovaro
72.11.04,7211010,Bangkurung
72.11.05,7211020,Labobo
72.11.02,7211030,Banggai Utara
72.11.01,7211040,Banggai
72.11.07,7211050,Banggai Tengah
72.11.06,7211060,Banggai Selatan
72.11.03,7211070,Bokan Kepulauan
72.12.05,7212010,Mori Atas
72.12.04,7212020,Lembo
72.12.03,7212030,Lembo Raya
72.12.02,7212040,Petasia Timur
72.12.01,7212050,Petasia
72.12.10,7212060,Petasia Barat
72.12.06,7212070,Mori Utara
72.12.07,7212080,Soyo Jaya
72.12.08,7212090,Bungku Utara
72.12.09,7212100,Mamosalato
72.71.02,7271010,Palu Barat
72.71.06,7271011,Tatanga
72.71.05,7271012,Ulujadi
72.71.03,7271020,Palu Selatan
72.71.01,7271030,Palu Timur
72.71.08,7271031,Mantikulore
72.71.04,7271040,Palu Utara
72.71.07,7271041,Tawaeli
73.01.07,7301010,Pasimarannu
73.01.09,7301011,Pasilambena
73.01.06,7301020,Pasimasunggu
73.01.08,7301021,Taka Bonerate
73.01.10,7301022,Pasimasunggu Timur
73.01.05,7301030,Bontosikuyu
73.01.02,7301040,Bontoharu
73.01.01,7301041,Benteng
73.01.04,7301042,Bontomanai
73.01.03,7301050,Bontomatene
73.01.11,7301051,Buki
73.02.01,7302010,Gantarang
73.02.02,7302020,Ujung Bulu
73.02.09,7302021,Ujungloe
73.02.03,7302030,Bonto Bahari
73.02.04,7302040,Bonto Tiro
73.02.05,7302050,Herlang
73.02.06,7302060,Kajang
73.02.07,7302070,Bulukumpa
73.02.10,7302080,Rilauale
73.02.08,7302090,Kindang
73.03.01,7303010,Bissappu
73.03.06,7303011,Uluere
73.03.08,7303012,Sinoa
73.03.02,7303020,Bantaeng
73.03.03,7303021,Eremerasa
73.03.04,7303030,Tompo Bulu
73.03.05,7303031,Pajukukang
73.03.07,7303032,Gantarang Keke
73.04.01,7304010,Bangkala
73.04.06,7304011,Bangkala Barat
73.04.02,7304020,Tamalatea
73.04.07,7304021,Bontoramba
73.04.03,7304030,Binamu
73.04.08,7304031,Turatea
73.04.04,7304040,Batang
73.04.09,7304041,Arungkeke
73.04.11,7304042,Tarowang
73.04.05,7304050,Kelara
73.04.10,7304051,Rumbia
73.05.02,7305010,Mangarabombang
73.05.12,7305011,Laikang
73.05.01,7305020,Mappakasunggu
73.05.08,7305021,Sanrobone
73.05.10,7305022,Kepulauan Tanakeke
73.05.03,7305030,Polongbangkeng Selatan
73.05.07,7305031,Pattallassang
73.05.04,7305040,Polongbangkeng Utara
73.05.11,7305041,Polongbangkeng Timur
73.05.05,7305050,Galesong Selatan
73.05.09,7305051,Galesong
73.05.06,7305060,Galesong Utara
73.06.01,7306010,Bontonompo
73.06.16,7306011,Bontonompo Selatan
73.06.02,7306020,Bajeng
73.06.18,7306021,Bajeng Barat
73.06.07,7306030,Pallangga
73.06.12,7306031,Barombong
73.06.08,7306040,Somba Opu
73.06.06,7306050,Bontomarannu
73.06.13,7306051,Pattallasang
73.06.05,7306060,Parangloe
73.06.14,7306061,Manuju
73.06.04,7306070,Tinggimoncong
73.06.10,7306071,Tombolopao
73.06.17,7306072,Parigi
73.06.09,7306080,Bungaya
73.06.15,7306081,Bontolempangang
73.06.03,7306090,Tompobulu
73.06.11,7306091,Biringbulu
73.07.01,7307010,Sinjai Barat
73.07.07,7307020,Sinjai Borong
73.07.02,7307030,Sinjai Selatan
73.07.08,7307040,Tellu Limpoe
73.07.03,7307050,Sinjai Timur
73.07.04,7307060,Sinjai Tengah
73.07.05,7307070,Sinjai Utara
73.07.06,7307080,Bulupoddo
73.07.09,7307090,Pulau Sembilan
73.09.01,7308010,Mandai
73.09.13,7308011,Moncongloe
73.09.04,7308020,Maros Baru
73.09.08,7308021,Marusu
73.09.14,7308022,Turikale
73.09.12,7308023,Lau
73.09.05,7308030,Bontoa
73.09.03,7308040,Bantimurung
73.09.09,7308041,Simbang
73.09.07,7308050,Tanralili
73.09.11,7308051,Tompobulu
73.09.02,7308060,Camba
73.09.10,7308061,Cenrana
73.09.06,7308070,Malllawa
73.10.01,7309010,Liukang Tangaya
73.10.02,7309020,Liukang Kalmas
73.10.03,7309030,Liukang Tupabbiring
73.10.13,7309031,Liukang Tupabbiring Utara
73.10.04,7309040,Pangkajene
73.10.10,7309041,Minasate'ne
73.10.05,7309050,Balocci
73.10.12,7309051,Tondong Tallasa
73.10.06,7309060,Bungoro
73.10.07,7309070,Labakkang
73.10.08,7309080,Marang
73.10.09,7309091,Segeri
73.10.11,7309092,Mandalle
73.11.01,7310010,Tanete Riaja
73.11.06,7310011,Pujananting
73.11.02,7310020,Tanete Rilau
73.11.03,7310030,Barru
73.11.04,7310040,Soppeng Riaja
73.11.07,7310041,Balusu
73.11.05,7310050,Mallusetasi
73.08.01,7311010,Bontocani
73.08.02,7311020,Kahu
73.08.03,7311030,Kajuara
73.08.04,7311040,Salomekko
73.08.05,7311050,Tonra
73.08.27,7311060,Patimpeng
73.08.06,7311070,Libureng
73.08.07,7311080,Mare
73.08.08,7311090,Sibulue
73.08.10,7311100,Cina
73.08.09,7311110,Barebbo
73.08.11,7311120,Ponre
73.08.12,7311130,Lappariaja
73.08.13,7311140,Lamuru
73.08.25,7311141,Tellulimpoe
73.08.26,7311150,Bengo
73.08.14,7311160,Ulaweng
73.08.15,7311170,Palakka
73.08.16,7311180,Awangpone
73.08.17,7311190,Tellu Siattinge
73.08.24,7311200,Amali
73.08.18,7311210,Ajangale
73.08.19,7311220,Dua Boccoe
73.08.20,7311230,Cenrana
73.08.22,7311710,Tanete Riattang Barat
73.08.21,7311720,Tanete Riattang
73.08.23,7311730,Tanete Riattang Timur
73.12.01,7312010,Marioriwawo
73.12.04,7312020,Lalabata
73.12.02,7312030,Liliriaja
73.12.07,7312031,Ganra
73.12.08,7312032,Citta
73.12.03,7312040,Lilirilau
73.12.06,7312050,Donri-donri
73.12.05,7312060,Marioriawa
73.13.01,7313010,Sabangparu
73.13.06,7313020,Tempe
73.13.02,7313030,Pammana
73.13.11,7313040,Bola
73.13.03,7313050,Takkalalla
73.13.04,7313060,Sajoanging
73.13.12,7313061,Penrang
73.13.05,7313070,Majauleng
73.13.08,7313080,Tanasitolo
73.13.07,7313090,Belawa
73.13.09,7313100,Maniangpajo
73.13.13,7313101,Gilireng
73.13.14,7313110,Keera
73.13.10,7313120,Pitumpanua
73.14.01,7314010,Panca Lautang
73.14.02,7314020,Tellu Limpoe
73.14.03,7314030,Watang Pulu
73.14.04,7314040,Baranti
73.14.05,7314050,Panca Rijang
73.14.06,7314051,Kulo
73.14.07,7314060,Maritengngae
73.14.08,7314061,Watang Sidenreng
73.14.10,7314070,Pitu Riawa
73.14.09,7314080,Dua Pitue
73.14.11,7314081,Pitu Riase
73.15.02,7315010,Suppa
73.15.01,7315020,Mattiro Sompe
73.15.10,7315021,Lanrisang
73.15.03,7315030,Mattiro Bulu
73.15.04,7315040,Watang Sawitto
73.15.11,7315041,Paleteang
73.15.09,7315042,Tiroang
73.15.05,7315050,Patampanua
73.15.08,7315060,Cempa
73.15.06,7315070,Duampanua
73.15.12,7315071,Batulappa
73.15.07,7315080,Lembang
73.16.01,7316010,Maiwa
73.16.06,7316011,Bungin
73.16.02,7316020,Enrekang
73.16.07,7316021,Cendana
73.16.03,7316030,Baraka
73.16.10,7316031,Buntu Batu
73.16.04,7316040,Anggeraja
73.16.09,7316041,Malua
73.16.05,7316050,Alla
73.16.08,7316051,Curio
73.16.11,7316052,Masalle
73.16.12,7316053,Baroko
73.17.02,7317010,Larompong
73.17.10,7317011,Larompong Selatan
73.17.03,7317020,Suli
73.17.19,7317021,Suli Barat
73.17.07,7317030,Belopa
73.17.13,7317031,Kamanre
73.17.14,7317032,Belopa Utara
73.17.04,7317040,Bajo
73.17.20,7317041,Bajo Barat
73.17.01,7317050,Basse Sangtempe
73.17.12,7317051,Latimojong
73.17.22,7317052,Basse Sangtempe Utara
73.17.05,7317060,Bua Ponrang
73.17.11,7317061,Ponrang
73.17.21,7317062,Ponrang Selatan
73.17.08,7317070,Bua
73.17.06,7317080,Walenrang
73.17.17,7317081,Walenrang Timur
73.17.09,7317090,Lamasi
73.17.16,7317091,Walenrang Utara
73.17.15,7317092,Walenrang Barat
73.17.18,7317093,Lamasi Timur
73.18.03,7318010,Bonggakaradeng
73.18.09,7318011,Simbuang
73.18.37,7318012,Rano
73.18.28,7318013,Mappak
73.18.12,7318020,Mengkendek
73.18.19,7318021,Gandangbatu Sillanan
73.18.13,7318030,Sangalla'
73.18.33,7318031,Sangalla' Selatan
73.18.34,7318032,Sangalla' Utara
73.18.05,7318040,Makale
73.18.29,7318041,Makale Selatan
73.18.27,7318042,Makale Utara
73.18.01,7318050,Salupputti
73.18.02,7318051,Bittuang
73.18.20,7318052,Rembon
73.18.31,7318053,Masanda
73.18.35,7318054,Malimbong Balepe'
73.18.11,7318061,Rantetayo
73.18.38,7318067,Kurra
73.22.04,7322010,Sabbang
73.22.15,7322011,Sabbang Selatan
73.22.11,7322020,Baebunta
73.22.14,7322021,Baebunta Selatan
73.22.01,7322030,Malangke
73.22.08,7322031,Malangke Barat
73.22.06,7322040,Sukamaju
73.22.13,7322041,Sukamaju Selatan
73.22.02,7322050,Bone Bone
73.22.12,7322051,Tana Lili
73.22.03,7322120,Masamba
73.22.10,7322121,Mappedeceng
73.22.09,7322122,Rampi
73.22.05,7322130,Rongkong
73.22.07,7322131,Seko
73.24.07,7325010,Burau
73.24.06,7325020,Wotu
73.24.08,7325030,Tomoni
73.24.09,7325031,Tomoni Timur
73.24.05,7325040,Angkona
73.24.04,7325050,Malili
73.24.03,7325060,Towuti
73.24.02,7325070,Nuha
73.24.11,7325071,Wasuponda
73.24.01,7325080,Mangkutana
73.24.10,7325081,Kalaena
73.26.08,7326010,Sopai
73.26.15,7326020,Kesu
73.26.07,7326030,Sanggalangi
73.26.05,7326040,Buntao
73.26.18,7326050,Rantebua
73.26.03,7326060,Nanggala
73.26.16,7326070,Tondon
73.26.11,7326080,Tallunglipu
73.26.01,7326090,Rantepao
73.26.09,7326100,Tikala
73.26.02,7326110,Sesean
73.26.10,7326120,Balusu
73.26.06,7326130,Sa'dan
73.26.17,7326140,Bangkelekila
73.26.19,7326150,Sesean Suloara
73.26.20,7326160,Kapala Pitu
73.26.12,7326170,Dende' Piongan Napo
73.26.21,7326180,Awan Rante Karua
73.26.04,7326190,Rindingallo
73.26.13,7326200,Buntu Pepasan
73.26.14,7326210,Baruppu
73.71.01,7371010,Mariso
73.71.02,7371020,Mamajang
73.71.10,7371030,Tamalate
73.71.13,7371031,Rappocini
73.71.03,7371040,Makassar
73.71.04,7371050,Ujung Pandang
73.71.05,7371060,Wajo
73.71.06,7371070,Bontoala
73.71.08,7371080,Ujung Tanah
73.71.15,7371081,Kepulauan Sangkarrang
73.71.07,7371090,Tallo
73.71.09,7371100,Panakkukang
73.71.12,7371101,Manggala
73.71.11,7371110,Biringkanaya
73.71.14,7371111,Tamalanrea
73.72.01,7372010,Bacukiki
73.72.04,7372011,Bacukiki Barat
73.72.02,7372020,Ujung
73.72.03,7372030,Soreang
73.73.03,7373010,Wara Selatan
73.73.07,7373011,Sendana
73.73.01,7373020,Wara
73.73.05,7373021,Wara Timur
73.73.08,7373022,Mungkajang
73.73.02,7373030,Wara Utara
73.73.09,7373031,Bara
73.73.04,7373040,Telluwanua
73.73.06,7373041,Wara Barat
74.04.23,7401050,Lasalimu
74.04.24,7401051,Lasalimu Selatan
74.04.27,7401052,Siotapina
74.04.11,7401060,Pasarwajo
74.04.28,7401061,Wolowa
74.04.29,7401062,Wabula
74.04.22,7401110,Kapontori
74.03.27,7402010,Tongkuno
74.03.32,7402011,Tongkuno Selatan
74.03.25,7402020,Parigi
74.03.26,7402021,Bone
74.03.31,7402022,Marobo
74.03.24,7402030,Kabawo
74.03.23,7402031,Kabangka
74.03.30,7402032,Kontu Kowuna
74.03.20,7402061,Kontunaga
74.03.19,7402062,Watopute
74.03.16,7402070,Katobu
74.03.18,7402071,Lohia
74.03.17,7402072,Duruka
74.03.15,7402073,Batalaiworu
74.03.06,7402080,Napabalano
74.03.14,7402081,Lasalepa
74.03.37,7402083,Towea
74.03.13,7402090,Wakorumba Selatan
74.03.28,7402091,Pasir Putih
74.03.33,7402092,Pasi Kolaga
74.03.07,7402111,Maligano
74.03.34,7402112,Batukara
74.02.11,7403090,Soropia
74.02.36,7403091,Lalonggasumeeto
74.02.05,7403100,Sampara
74.02.21,7403101,Bondoala
74.02.20,7403102,Besulutu
74.02.33,7403103,Kapoiala
74.02.40,7403104,Anggalomoare
74.02.39,7403105,Morosi
74.02.01,7403130,Lambuya
74.02.18,7403131,Uepai
74.02.17,7403132,Puriala
74.02.37,7403133,Onembute
74.02.04,7403140,Pondidaha
74.02.19,7403141,Wonggeduku
74.02.28,7403142,Amonggedo
74.02.41,7403143,Wonggeduku Barat
74.02.03,7403150,Wawotobi
74.02.25,7403151,Meluhu
74.02.32,7403152,Konawe
74.02.02,7403170,Unaaha
74.02.24,7403171,Anggaberi
74.02.10,7403180,Abuki
74.02.16,7403181,Latoma
74.02.15,7403182,Tongauna
74.02.31,7403183,Asinua
74.02.38,7403184,Padangguni
74.02.42,7403185,Tongauna Utara
74.02.23,7403193,Routa
74.01.08,7404010,Watubangga
74.01.18,7404011,Tanggetada
74.01.24,7404012,Toari
74.01.25,7404013,Polinggona
74.01.07,7404020,Pomalaa
74.01.01,7404030,Wundulako
74.01.12,7404031,Baula
74.01.04,7404060,Kolaka
74.01.14,7404061,Latambaga
74.01.10,7404070,Wolo
74.01.20,7404071,Samaturu
74.01.27,7404072,Iwoimendaa
74.05.01,7405010,Tinanggea
74.05.12,7405011,Lalembuu
74.05.03,7405020,Andoolo
74.05.17,7405021,Buke
74.05.25,7405022,Andoolo Barat
74.05.04,7405030,Palangga
74.05.14,7405031,Palangga Selatan
74.05.20,7405032,Baito
74.05.06,7405040,Lainea
74.05.19,7405041,Laeya
74.05.09,7405050,Kolono
74.05.23,7405051,Kolono Timur
74.05.11,7405060,Laonti
74.05.10,7405070,Moramo
74.05.16,7405071,Moramo Utara
74.05.07,7405080,Konda
74.05.18,7405081,Wolasi
74.05.08,7405090,Ranomeeto
74.05.22,7405091,Ranomeeto Barat
74.05.05,7405100,Landono
74.05.15,7405101,Mowila
74.05.24,7405102,Sabulakoa
74.05.02,7405110,Angata
74.05.13,7405111,Benua
74.05.21,7405112,Basala
74.06.05,7406010,Kabaena
74.06.15,7406011,Kabaena Utara
74.06.13,7406012,Kabaena Selatan
74.06.14,7406013,Kabaena Barat
74.06.06,7406020,Kabaena Timur
74.06.16,7406021,Kabaena Tengah
74.06.04,7406030,Rumbia
74.06.08,7406031,Mata Oleo
74.06.17,7406032,Kep. Masaloka Raya
74.06.18,7406033,Rumbia Tengah
74.06.03,7406040,Rarowatu
74.06.09,7406041,Rarowatu Utara
74.06.22,7406042,Mata Usu
74.06.21,7406043,Lantari Jaya
74.06.02,7406050,Poleang Timur
74.06.10,7406051,Poleang Utara
74.06.11,7406052,Poleang Selatan
74.06.12,7406053,Poleang Tenggara
74.06.01,7406060,Poleang
74.06.07,7406061,Poleang Barat
74.06.20,7406062,Tontonunu
74.06.19,7406063,Poleang Tengah
74.07.04,7407010,Binongko
74.07.08,7407011,Togo Binongko
74.07.03,7407020,Tomia
74.07.07,7407021,Tomia Timur
74.07.02,7407030,Kaledupa
74.07.06,7407031,Kaledupa Selatan
74.07.01,7407040,Wangi-wangi
74.07.05,7407050,Wangi Wangi Selatan
74.08.04,7408010,Rante Angin
74.08.08,7408011,Lambai
74.08.07,7408012,Wawo
74.08.01,7408020,Lasusua
74.08.15,7408021,Tolala
74.08.05,7408030,Kodeoha
74.08.14,7408031,Tiwu
74.08.06,7408040,Ngapa
74.08.09,7408041,Watunohu
74.08.02,7408050,Pakue
74.08.11,7408051,Pakue Utara
74.08.10,7408052,Pakue Tengah
74.08.03,7408060,Batu Putih
74.08.12,7408061,Porehu
74.08.13,7408062,Katoi
74.10.03,7409100,Bonegunu
74.10.02,7409101,Kambowa
74.10.06,7409110,Wakorumba Utara
74.10.01,7409120,Kulisusu
74.10.04,7409121,Kulisusu Barat
74.10.05,7409122,Kulisusu Utara
74.09.07,7410010,Sawa
74.09.10,7410011,Motui
74.09.06,7410020,Lembo
74.09.05,7410030,Lasolo
74.09.11,7410031,Wawolesea
74.09.12,7410032,Lasolo Kepulauan
74.09.04,7410040,Molawe
74.09.01,7410050,Asera
74.09.09,7410051,Andowia
74.09.08,7410052,Oheo
74.09.03,7410060,Langgikima
74.09.02,7410070,Wiwirano
74.09.13,7410071,Landawe
74.11.10,7411010,Aere
74.11.05,7411020,Lambandia
74.11.04,7411030,Poli Polia
74.11.12,7411040,Dangia
74.11.03,7411050,Ladongi
74.11.02,7411060,Loea
74.11.01,7411070,Tirawuta
74.11.06,7411080,Lalolae
74.11.07,7411090,Mowewe
74.11.09,7411100,Tinondo
74.11.08,7411110,Uluiwoi
74.11.11,7411120,Ueesi
74.12.05,7412010,Wawonii Tenggara
74.12.04,7412020,Wawonii Timur
74.12.03,7412030,Wawonii Timur Laut
74.12.02,7412040,Wawonii Utara
74.12.06,7412050,Wawonii Selatan
74.12.07,7412060,Wawonii Tengah
74.12.01,7412070,Wawonii Barat
74.13.09,7413010,Tiworo Kepulauan
74.13.06,7413020,Maginti
74.13.07,7413030,Tiworo Tengah
74.13.05,7413040,Tiworo Selatan
74.13.08,7413050,Tiworo Utara
74.13.03,7413060,Lawa
74.13.01,7413070,Sawerigadi
74.13.02,7413080,Barangka
74.13.04,7413090,Wadaga
74.13.10,7413100,Kusambi
74.13.11,7413110,Napano Kusambi
74.14.05,7414010,Talaga Raya
74.14.04,7414020,Mawasangka
74.14.03,7414030,Mawasangka Tengah
74.14.02,7414040,Mawasangka Timur
74.14.01,7414050,Lakudo
74.14.06,7414060,Gu
74.14.07,7414070,Sangia Wambulu
74.15.04,7415010,Batu Atas
74.15.03,7415020,Lapandewa
74.15.02,7415030,Sampolawa
74.15.01,7415040,Batauga
74.15.05,7415050,Siompu Barat
74.15.06,7415060,Siompu
74.15.07,7415070,Kadatua
74.71.01,7471010,Mandonga
74.71.03,7471011,Baruga
74.71.09,7471012,Puuwatu
74.71.08,7471013,Kadia
74.71.07,7471014,Wua-wua
74.71.04,7471020,Poasia
74.71.06,7471021,Abeli
74.71.10,7471022,Kambu
74.71.11,7471023,Nambo
74.71.02,7471030,Kendari
74.71.05,7471031,Kendari Barat
74.72.01,7472010,Betoambari
74.72.06,7472011,Murhum
74.72.08,7472012,Batupoaro
74.72.02,7472020,Wolio
74.72.05,7472021,Kokalukuna
74.72.03,7472030,Sorawolio
74.72.04,7472040,Bungi
74.72.07,7472041,Lea-lea
75.02.05,7501031,Mananggu
75.02.04,7501040,Tilamuta
75.02.03,7501041,Dulupi
75.02.06,7501042,Botumoito
75.02.01,7501050,Paguyaman
75.02.02,7501051,Wonosari
75.02.07,7501052,Paguyaman Pantai
75.01.05,7502010,Batudaa Pantai
75.01.20,7502011,Biluhu
75.01.03,7502020,Batudaa
75.01.11,7502021,Bongomeme
75.01.19,7502022,Tabongo
75.01.24,7502023,Dungaliyo
75.01.04,7502030,Tibawa
75.01.16,7502031,Pulubala
75.01.09,7502040,Boliyohuto
75.01.14,7502041,Mootilango
75.01.13,7502042,Tolangohula
75.01.21,7502043,Asparaga
75.01.23,7502044,Bilato
75.01.01,7502070,Limboto
75.01.17,7502071,Limboto Barat
75.01.02,7502080,Telaga
75.01.10,7502081,Telaga Biru
75.01.18,7502082,Tilango
75.01.22,7502083,Talaga Jaya
75.04.01,7503010,Popayato
75.04.13,7503011,Popayato Barat
75.04.12,7503012,Popayato Timur
75.04.02,7503020,Lemito
75.04.11,7503021,Wanggarasi
75.04.04,7503030,Marisa
75.04.06,7503031,Patilanggio
75.04.09,7503032,Buntulia
75.04.10,7503033,Duhiadaa
75.04.03,7503040,Randangan
75.04.07,7503041,Taluditi
75.04.05,7503050,Paguat
75.04.08,7503051,Dengilo
75.03.01,7504010,Tapa
75.03.05,7504011,Bulango Utara
75.03.15,7504012,Bulango Selatan
75.03.16,7504013,Bulango Timur
75.03.14,7504014,Bulango Ulu
75.03.02,7504020,Kabila
75.03.07,7504021,Botupingge
75.03.06,7504022,Tilongkabila
75.03.03,7504030,Suwawa
75.03.12,7504031,Suwawa Selatan
75.03.11,7504032,Suwawa Timur
75.03.13,7504033,Suwawa Tengah
75.03.18,7504034,Pinogu
75.03.04,7504040,Bonepantai
75.03.08,7504041,Kabila Bone
75.03.10,7504042,Bone Raya
75.03.09,7504043,Bone
75.03.17,7504044,Bulawa
75.05.01,7505010,Atinggola
75.05.06,7505011,Gentuma Raya
75.05.02,7505020,Kwandang
75.05.07,7505021,Tomilito
75.05.08,7505022,Ponelo Kepulauan
75.05.03,7505030,Anggrek
75.05.09,7505031,Monano
75.05.04,7505040,Sumalata
75.05.11,7505041,Sumalata Timur
75.05.05,7505050,Tolinggula
75.05.10,7505051,Biau
75.71.01,7571010,Kota Barat
75.71.04,7571011,Dungingi
75.71.02,7571020,Kota Selatan
75.71.05,7571021,Kota Timur
75.71.09,7571022,Hulonthalangi
75.71.08,7571023,Dumbo Raya
75.71.03,7571030,Kota Utara
75.71.06,7571031,Kota Tengah
75.71.07,7571032,Sipatana
76.05.01,7601010,Banggae
76.05.08,7601011,Banggae Timur
76.05.02,7601020,Pamboang
76.05.03,7601030,Sendana
76.05.06,7601031,Tammerodo Sendana
76.05.07,7601033,Tubo Sendana
76.05.04,7601040,Malunda
76.05.05,7601041,Ulumanda
76.04.01,7602010,Tinambung
76.04.12,7602011,Balanipa
76.04.11,7602012,Limboro
76.04.05,7602020,Tutar
76.04.15,7602021,Allu
76.04.02,7602030,Campalagian
76.04.10,7602031,Luyo
76.04.03,7602040,Wonomulyo
76.04.08,7602041,Mapilli
76.04.07,7602042,Tapango
76.04.14,7602043,Matakali
76.04.16,7602044,Bulo
76.04.04,7602050,Polewali
76.04.06,7602051,Binuang
76.04.13,7602052,Anreapi
76.04.09,7602061,Matangnga
76.03.06,7603010,Sumarorong
76.03.07,7603020,Messawa
76.03.04,7603030,Pana
76.03.13,7603031,Nosu
76.03.10,7603040,Tabang
76.03.03,7603050,Mamasa
76.03.09,7603060,Tanduk Kalua
76.03.12,7603061,Balla
76.03.08,7603070,Sesenapadang
76.03.14,7603071,Tawalian
76.03.01,7603080,Mambi
76.03.11,7603081,Bambang
76.03.15,7603082,Rantebulahan Timur
76.03.17,7603083,Mehalaan
76.03.02,7603090,Aralle
76.03.16,7603091,Buntumalangka
76.03.05,7603100,Tabulahan
76.02.02,7604010,Tapalang
76.02.13,7604011,Tapalang Barat
76.02.01,7604020,Mamuju
76.02.12,7604022,Simboro
76.02.16,7604023,Kepulauan Bala Balakang
76.02.03,7604030,Kalukku
76.02.07,7604031,Papalang
76.02.08,7604032,Sampaga
76.02.11,7604033,Tommo
76.02.04,7604040,Kalumpang
76.02.15,7604041,Bonehau
76.01.04,7605010,Sarudu
76.01.05,7605011,Dapurang
76.01.06,7605012,Duripoku
76.01.03,7605020,Baras
76.01.07,7605021,Bulu Taba
76.01.12,7605022,Lariang
76.01.02,7605030,Pasangkayu
76.01.08,7605031,Tikke Raya
76.01.09,7605032,Pedongga
76.01.01,7605040,Bambalamotu
76.01.10,7605041,Bambaira
76.01.11,7605042,Sarjo
76.06.02,7606010,Pangale
76.06.03,7606020,Budong-budong
76.06.01,7606030,Tobadak
76.06.04,7606040,Topoyo
76.06.05,7606050,Karossa
81.03.01,8101040,Tanimbar Selatan
81.03.03,8101041,Wertamrian
81.03.04,8101042,Wermaktian
81.03.02,8101043,Selaru
81.03.05,8101050,Tanimbar Utara
81.03.06,8101051,Fordata
81.03.07,8101052,Wuar Labobar
81.03.09,8101053,Nirunmas
81.03.08,8101054,Kormomolin
81.03.18,8101055,Molu Maru
81.02.01,8102010,Kei Kecil
81.02.14,8102012,Kei Kecil Barat
81.02.13,8102013,Kei Kecil Timur
81.02.16,8102014,Hoat Sorbay
81.02.15,8102015,Manyeuw
81.02.19,8102016,Kei Kecil Timur Selatan
81.02.03,8102020,Kei Besar
81.02.05,8102021,Kei Besar Utara Timur
81.02.04,8102022,Kei Besar Selatan
81.02.17,8102023,Kei Besar Utara Barat
81.02.18,8102024,Kei Besar Selatan Barat
81.01.09,8103010,Banda
81.01.11,8103040,Tehoru
81.01.23,8103041,Telutih
81.01.01,8103050,Amahai
81.01.17,8103051,Kota Masohi
81.01.21,8103052,Teluk Elpaputih
81.01.02,8103060,Teon Nila Serua
81.01.12,8103080,Saparua
81.01.16,8103081,Nusa Laut
81.01.26,8103082,Saparua Timur
81.01.13,8103090,Pulau Haruku
81.01.14,8103100,Salahutu
81.01.15,8103110,Leihitu
81.01.22,8103111,Leihitu Barat
81.01.06,8103140,Seram Utara
81.01.20,8103141,Seram Utara Barat
81.01.25,8103142,Seram Utara Timur Kobi
81.01.24,8103143,Seram Utara Timur Seti
81.04.01,8104020,Namlea
81.04.03,8104021,Waeapo
81.04.06,8104022,Waplau
81.04.10,8104023,Batabual
81.04.14,8104024,Teluk Kaiely
81.04.12,8104025,Waelata
81.04.11,8104026,Lolong Guba
81.04.15,8104027,Lilialy
81.04.02,8104030,Air Buaya
81.04.13,8104031,Fena Leisela
81.07.02,8105010,Aru Selatan
81.07.09,8105011,Aru Selatan Timur
81.07.10,8105012,Aru Selatan Utara
81.07.03,8105020,Aru Tengah
81.07.07,8105021,Aru Tengah Timur
81.07.08,8105022,Aru Tengah Selatan
81.07.01,8105030,Pulau-pulau Aru
81.07.04,8105031,Aru Utara
81.07.05,8105032,Aru Utara Timur Batuley
81.07.06,8105033,Sir-sir
81.06.04,8106010,Huamual Belakang
81.06.09,8106011,Kepulauan Manipa
81.06.02,8106020,Seram Barat
81.06.08,8106021,Huamual
81.06.01,8106030,Kairatu
81.06.07,8106031,Kairatu Barat
81.06.06,8106032,Inamosol
81.06.05,8106033,Amalatu
81.06.11,8106034,Elpaputih
81.06.03,8106040,Taniwel
81.06.10,8106041,Taniwel Timur
81.05.04,8107010,Pulau Gorom
81.05.05,8107011,Wakate
81.05.10,8107012,Teor
81.05.11,8107013,Gorom Timur
81.05.09,8107014,Pulau Panjang
81.05.02,8107020,Seram Timur
81.05.06,8107021,Tutuk Tolu
81.05.08,8107022,Kilmury
81.05.14,8107023,Siritaun Wida Timur
81.05.13,8107024,Kian Darat
81.05.16,8107025,Ukar Sengan
81.05.03,8107030,Werinama
81.05.07,8107031,Siwalalat
81.05.01,8107040,Bula
81.05.12,8107041,Bula Barat
81.05.15,8107042,Teluk Waru
81.08.06,8108010,Wetar Selatan
81.08.14,8108011,Wetar Barat
81.08.13,8108012,Wetar Utara
81.08.15,8108013,Wetar Timur
81.08.07,8108020,Kisar Selatan
81.08.17,8108021,Kisar Utara
81.08.16,8108022,Kepulauan Roma
81.08.08,8108030,Pulau Leti
81.08.01,8108041,Moa
